,CaseNum,osmid_node,distance,street_count,highway_node,name_u,highway_u,name_v,highway_v,Mode,IncidentAddress,CrossStreets,GeocodeAddress
101,20-01117,90342976.0,68.69058149797472,4.0,,Valley Hi Drive,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
102,20-01117,90342976.0,68.69058149797472,4.0,,Mack Road,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
103,20-01117,5250327588.0,52.19173620973799,4.0,,Mack Road,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
104,20-01117,5250327588.0,52.19173620973799,4.0,,Valley Hi Drive,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
105,20-01117,5315303469.0,44.70743723013391,4.0,,Mack Road,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
106,20-01117,5315303469.0,44.70743723013391,4.0,,La Mancha Way,tertiary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
107,20-01117,5315303470.0,2.0013047417960164,4.0,,Valley Hi Drive,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
108,20-01117,5315303470.0,2.0013047417960164,4.0,,Mack Road,secondary,,,Motorized Scooter,"MACK ROAD AT VALLEY HI DRIVE, Sacramento, Sacramento, CA, 95823","['mack road', 'valley hi drive']","mack road & valley hi drive, Sacramento, CA 95823"
109,20-01509,90346534.0,54.66439441382425,4.0,,Valley Hi Drive,tertiary,Valley Hi Drive,tertiary,Other,"Valley Hi Dr. at Franklin Blvd., Sacramento, Sacramento, CA, 95823","['valley hi drive', 'franklin boulevard']","valley hi drive & franklin boulevard, Sacramento, CA 95823"
110,20-01509,90346534.0,54.66439441382425,4.0,,Valley Hi Drive,tertiary,Valley Hi Drive,tertiary,Other,"Valley Hi Dr. at Franklin Blvd., Sacramento, Sacramento, CA, 95823","['valley hi drive', 'franklin boulevard']","valley hi drive & franklin boulevard, Sacramento, CA 95823"
111,20-01509,90346534.0,54.66439441382425,4.0,,Franklin Boulevard,secondary,,,Other,"Valley Hi Dr. at Franklin Blvd., Sacramento, Sacramento, CA, 95823","['valley hi drive', 'franklin boulevard']","valley hi drive & franklin boulevard, Sacramento, CA 95823"
112,20-01509,3447742412.0,19.68165400523764,4.0,,Valley Hi Drive,tertiary,Valley Hi Drive,tertiary,Other,"Valley Hi Dr. at Franklin Blvd., Sacramento, Sacramento, CA, 95823","['valley hi drive', 'franklin boulevard']","valley hi drive & franklin boulevard, Sacramento, CA 95823"
113,20-01509,3447742412.0,19.68165400523764,4.0,,Valley Hi Drive,tertiary,Valley Hi Drive,tertiary,Other,"Valley Hi Dr. at Franklin Blvd., Sacramento, Sacramento, CA, 95823","['valley hi drive', 'franklin boulevard']","valley hi drive & franklin boulevard, Sacramento, CA 95823"
114,20-01509,3447742412.0,19.68165400523764,4.0,,Franklin Boulevard,secondary,,,Other,"Valley Hi Dr. at Franklin Blvd., Sacramento, Sacramento, CA, 95823","['valley hi drive', 'franklin boulevard']","valley hi drive & franklin boulevard, Sacramento, CA 95823"
115,20-03757,90431605.0,18.12483671417989,5.0,traffic_signals,North Avenue,residential,North Avenue,residential,Driver,"Marysville Blvd at North Avenue, Sacramento, Sacramento, CA, 95838","['marysville boulevard', 'north avenue']","marysville boulevard & north avenue, Sacramento, CA 95838"
116,20-03757,90431605.0,18.12483671417989,5.0,traffic_signals,North Avenue,tertiary,North Avenue,tertiary,Driver,"Marysville Blvd at North Avenue, Sacramento, Sacramento, CA, 95838","['marysville boulevard', 'north avenue']","marysville boulevard & north avenue, Sacramento, CA 95838"
117,20-03757,90431605.0,18.12483671417989,5.0,traffic_signals,Marysville Boulevard,secondary,Marysville Boulevard,secondary,Driver,"Marysville Blvd at North Avenue, Sacramento, Sacramento, CA, 95838","['marysville boulevard', 'north avenue']","marysville boulevard & north avenue, Sacramento, CA 95838"
118,20-03757,90431605.0,18.12483671417989,5.0,traffic_signals,Marysville Boulevard,secondary,,,Driver,"Marysville Blvd at North Avenue, Sacramento, Sacramento, CA, 95838","['marysville boulevard', 'north avenue']","marysville boulevard & north avenue, Sacramento, CA 95838"
119,20-04419,90245323.0,49.19551554102605,3.0,,,secondary,,,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
120,20-04419,90245323.0,49.19551554102605,3.0,,I Street,tertiary,,,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
121,20-04419,90638908.0,6.798166839833381,4.0,,I Street,secondary,,,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
122,20-04419,90638908.0,6.798166839833381,4.0,,4th Street,residential,4th Street,residential,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
123,20-04419,90638908.0,6.798166839833381,4.0,,4th Street,residential,4th Street,residential,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
124,20-04419,3190994105.0,52.559438160658125,3.0,,4th Street,residential,4th Street,residential,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
125,20-04419,3190994105.0,52.559438160658125,3.0,,,motorway_link,,,Pedestrian,"I Street and 4th Street, Sacramento, Sacramento, CA, 95814","['i street', '4th street']","i street & 4th street, Sacramento, CA 95814"
126,20-05096,90320580.0,3.6422067940327647,4.0,,46th Street,residential,46th Street,residential,Driver,"H Street & 46th Street, Sacramento, Sacramento, CA, 95819","['h street', '46th street']","h street & 46th street, Sacramento, CA 95819"
127,20-05096,90320580.0,3.6422067940327647,4.0,,46th Street,residential,46th Street,residential,Driver,"H Street & 46th Street, Sacramento, Sacramento, CA, 95819","['h street', '46th street']","h street & 46th street, Sacramento, CA 95819"
128,20-05096,90320580.0,3.6422067940327647,4.0,,H Street,secondary,H Street,secondary,Driver,"H Street & 46th Street, Sacramento, Sacramento, CA, 95819","['h street', '46th street']","h street & 46th street, Sacramento, CA 95819"
129,20-05096,90320580.0,3.6422067940327647,4.0,,H Street,secondary,H Street,secondary,Driver,"H Street & 46th Street, Sacramento, Sacramento, CA, 95819","['h street', '46th street']","h street & 46th street, Sacramento, CA 95819"
130,20-05351,90337473.0,17.20468861600068,3.0,,"['Roseville Road', 'Auburn Boulevard']",tertiary,"['Roseville Road', 'Auburn Boulevard']",tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
131,20-05351,90337473.0,17.20468861600068,3.0,,Marconi Avenue,tertiary,Marconi Avenue,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
132,20-05351,90337473.0,17.20468861600068,3.0,,Auburn Boulevard,tertiary,Auburn Boulevard,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
133,20-05351,90616941.0,123.363347777633,3.0,,Marconi Avenue,tertiary,Marconi Avenue,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
134,20-05351,90616941.0,123.363347777633,3.0,,Marconi Avenue,tertiary,,,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
135,20-05351,90616942.0,74.35024317085652,3.0,,Marconi Avenue,tertiary,Marconi Avenue,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
136,20-05351,90616942.0,74.35024317085652,3.0,,Marconi Avenue,tertiary,Marconi Avenue,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
137,20-05351,2036198326.0,156.0941809939873,3.0,,Albatross Way,residential,Albatross Way,residential,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
138,20-05351,2036198326.0,156.0941809939873,3.0,,Albatross Way,residential,,,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
139,20-05351,8319490319.0,86.39907536904828,3.0,,Marconi Avenue,tertiary,Marconi Avenue,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
140,20-05351,8319490319.0,86.39907536904828,3.0,,Marconi Avenue,tertiary,Marconi Avenue,tertiary,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
141,20-05351,8319490319.0,86.39907536904828,3.0,,Albatross Way,residential,,,Pedestrian,"Auburn Blvd, 20 feet south of Marconi Circle (E), Sacramento, Sacramento, CA, 95815","['auburn boulevard', 'marconi circle (e)']","auburn boulevard & marconi circle (e), Sacramento, CA 95815"
142,20-05575,90586123.0,46.40466258455155,3.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Other,"Traction Ave and El Camino Ave. , Sacramento, Sacramento, CA, 95815","['traction avenue', 'el camino avenue']","traction avenue & el camino avenue, Sacramento, CA 95815"
143,20-05575,90586123.0,46.40466258455155,3.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Other,"Traction Ave and El Camino Ave. , Sacramento, Sacramento, CA, 95815","['traction avenue', 'el camino avenue']","traction avenue & el camino avenue, Sacramento, CA 95815"
144,20-05575,90586123.0,46.40466258455155,3.0,,Traction Avenue,residential,Traction Avenue,residential,Other,"Traction Ave and El Camino Ave. , Sacramento, Sacramento, CA, 95815","['traction avenue', 'el camino avenue']","traction avenue & el camino avenue, Sacramento, CA 95815"
145,20-05575,8298476351.0,56.87755707700935,3.0,,Traction Avenue,residential,Traction Avenue,residential,Other,"Traction Ave and El Camino Ave. , Sacramento, Sacramento, CA, 95815","['traction avenue', 'el camino avenue']","traction avenue & el camino avenue, Sacramento, CA 95815"
146,20-05575,8298476351.0,56.87755707700935,3.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Other,"Traction Ave and El Camino Ave. , Sacramento, Sacramento, CA, 95815","['traction avenue', 'el camino avenue']","traction avenue & el camino avenue, Sacramento, CA 95815"
147,20-05575,8298476351.0,56.87755707700935,3.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Other,"Traction Ave and El Camino Ave. , Sacramento, Sacramento, CA, 95815","['traction avenue', 'el camino avenue']","traction avenue & el camino avenue, Sacramento, CA 95815"
148,20-06130,90330489.0,8.622333421649795,3.0,,52nd Avenue,residential,52nd Avenue,residential,Motorcyclist,"24th St. and 52nd Ave., Sacramento, Sacramento, CA, 95822","['24th street', '52nd avenue']","24th street & 52nd avenue, Sacramento, CA 95822"
149,20-06130,90330489.0,8.622333421649795,3.0,,24th Street,tertiary,24th Street,tertiary,Motorcyclist,"24th St. and 52nd Ave., Sacramento, Sacramento, CA, 95822","['24th street', '52nd avenue']","24th street & 52nd avenue, Sacramento, CA 95822"
150,20-06130,90330489.0,8.622333421649795,3.0,,24th Street,tertiary,24th Street,tertiary,Motorcyclist,"24th St. and 52nd Ave., Sacramento, Sacramento, CA, 95822","['24th street', '52nd avenue']","24th street & 52nd avenue, Sacramento, CA 95822"
151,20-06130,90445290.0,197.0101866411267,3.0,,Demaret Drive,residential,Demaret Drive,residential,Motorcyclist,"24th St. and 52nd Ave., Sacramento, Sacramento, CA, 95822","['24th street', '52nd avenue']","24th street & 52nd avenue, Sacramento, CA 95822"
152,20-06130,90445290.0,197.0101866411267,3.0,,52nd Avenue,residential,52nd Avenue,residential,Motorcyclist,"24th St. and 52nd Ave., Sacramento, Sacramento, CA, 95822","['24th street', '52nd avenue']","24th street & 52nd avenue, Sacramento, CA 95822"
153,20-06130,90445290.0,197.0101866411267,3.0,,Demaret Drive,residential,Demaret Drive,residential,Motorcyclist,"24th St. and 52nd Ave., Sacramento, Sacramento, CA, 95822","['24th street', '52nd avenue']","24th street & 52nd avenue, Sacramento, CA 95822"
154,20-06335,90302943.0,168.4776272437512,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Motorcyclist,"POWER INN RD 31 FT NORTH OF 48TH AVE, Sacramento, Sacramento, CA, 95828","['power inn road', '48th avenue']","power inn road & 48th avenue, Sacramento, CA 95828"
155,20-06335,90302943.0,168.4776272437512,3.0,,Power Inn Road,secondary,,,Motorcyclist,"POWER INN RD 31 FT NORTH OF 48TH AVE, Sacramento, Sacramento, CA, 95828","['power inn road', '48th avenue']","power inn road & 48th avenue, Sacramento, CA 95828"
156,20-06335,90302944.0,0.5734771612369414,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Motorcyclist,"POWER INN RD 31 FT NORTH OF 48TH AVE, Sacramento, Sacramento, CA, 95828","['power inn road', '48th avenue']","power inn road & 48th avenue, Sacramento, CA 95828"
157,20-06335,90302944.0,0.5734771612369414,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Motorcyclist,"POWER INN RD 31 FT NORTH OF 48TH AVE, Sacramento, Sacramento, CA, 95828","['power inn road', '48th avenue']","power inn road & 48th avenue, Sacramento, CA 95828"
158,20-06335,90302944.0,0.5734771612369414,3.0,,48th Avenue,residential,48th Avenue,residential,Motorcyclist,"POWER INN RD 31 FT NORTH OF 48TH AVE, Sacramento, Sacramento, CA, 95828","['power inn road', '48th avenue']","power inn road & 48th avenue, Sacramento, CA 95828"
159,20-06955,90371767.0,65.42990131862994,4.0,traffic_signals,Truxel Road,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
160,20-06955,90371767.0,65.42990131862994,4.0,traffic_signals,West El Camino Avenue,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
161,20-06955,3378660520.0,47.971905029894366,4.0,traffic_signals,West El Camino Avenue,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
162,20-06955,3378660520.0,47.971905029894366,4.0,traffic_signals,Truxel Road,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
163,20-06955,5708288016.0,10.506910589390952,4.0,traffic_signals,Truxel Road,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
164,20-06955,5708288016.0,10.506910589390952,4.0,traffic_signals,West El Camino Avenue,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
165,20-06955,5708288017.0,46.83260174233402,4.0,traffic_signals,West El Camino Avenue,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
166,20-06955,5708288017.0,46.83260174233402,4.0,traffic_signals,Truxel Road,secondary,,,Motorcyclist,"WEST EL CAMINO AVENUE AND TRUXEL ROAD, Sacramento, Sacramento, CA, 95833","['west el camino avenue', 'truxel road']","west el camino avenue & truxel road, Sacramento, CA 95833"
167,20-07219,90362032.0,175.19862418556156,3.0,,Rio Linda Boulevard,secondary,Rio Linda Boulevard,secondary,Driver,"Rio Linda Blvd and Ford Road, Sacramento, Sacramento, CA, 95838","['rio linda boulevard', 'ford road']","rio linda boulevard & ford road, Sacramento, CA 95838"
168,20-07219,90362032.0,175.19862418556156,3.0,,Carmel Avenue,residential,Carmel Avenue,residential,Driver,"Rio Linda Blvd and Ford Road, Sacramento, Sacramento, CA, 95838","['rio linda boulevard', 'ford road']","rio linda boulevard & ford road, Sacramento, CA 95838"
